movie_name,month,year,critic_vote_metacritic,meta_score_metacritic,critic_vote_rotten,meta_score_rotten,critic_vote,meta_score
Megiddo: The Omega Code 2,9,2001,6,35,,,6,35.00
Melancholia,11,2011,41,81,209,80,250,80.16
Memento,3,2001,,,,,0,0
Memoirs of a Geisha,12,2005,38,54,166,36,204,39.35
Men in Black II,7,2002,37,49,198,38,235,39.73
Men in Black: International,6,2019,51,38,320,23,371,25.06
Men in Black�,5,2012,38,58,,,38,58.00
Men of Honor,11,2000,30,56,105,42,135,45.11
Metallica Through the Never,9,2013,24,61,,,24,61.00
Miami Vice,7,2006,37,66,226,47,263,49.67
Michael Clayton,10,2007,36,82,206,90,242,88.81
Mickey,4,2004,,,,,0,0
Micmacs,5,2010,,,,,0,0
Mid90s,10,2018,45,66,226,81,271,78.51
Middle Men,8,2010,,,,,0,0
Middle School: The Worst Years of My Life,10,2016,13,51,45,64,58,61.09
Middle of Nowhere,10,2012,21,75,52,88,73,84.26
Midnight Special,3,2016,44,76,240,83,284,81.92
Midnight Sun,3,2018,14,38,64,20,78,23.23
Midnight in Paris,5,2011,40,81,229,93,269,91.22
Midsommar,7,2019,54,72,405,83,459,81.71
Midway,11,2019,28,47,174,42,202,42.69
Mike and Dave Need Wedding Dates,7,2016,32,51,171,39,203,40.89
Mile 22,8,2018,36,38,194,23,230,25.35
Milk,11,2008,39,83,246,93,285,91.63
Million Dollar Arm,5,2014,38,56,147,65,185,63.15
Million Dollar Baby,12,2004,39,86,270,90,309,89.50
Mindhunters,5,2005,,,,,0,0
Minions,7,2015,35,56,224,56,259,56.00
Minority Report,6,2002,37,80,260,89,297,87.88
Miracle,2,2004,36,68,166,81,202,78.68
Miracle at St. Anna,9,2008,31,37,121,33,152,33.82
Miracles from Heaven,3,2016,20,44,,,20,44.00
Mirror Mirror,3,2012,34,46,198,49,232,48.56
Mirrormask,9,2005,27,55,89,54,116,54.23
Mirrors,8,2008,13,35,87,15,100,17.60
Miss Bala,2,2019,30,41,115,22,145,25.93
Miss Congeniality,12,2000,20,43,116,41,136,41.29
Miss Peregrine's Home for Peculiar Children,9,2016,43,57,258,65,301,63.86
Miss Potter,12,2006,29,57,131,69,160,66.83
Mission to Mars,3,2000,36,34,115,24,151,26.38
Mission: Impossible - Dead Reckoning Part One,7,2023,66,81,432,96,498,94.01
Mission: Impossible - Fallout,7,2018,60,87,442,97,502,95.80
Mission: Impossible - Ghost Protocol,12,2011,47,73,253,93,300,89.87
Mission: Impossible - Rogue Nation,7,2015,46,75,,,46,75.00
Mission: Impossible III,5,2006,42,66,224,71,266,70.21
Moana,11,2015,,,,,0,0
Mommy,9,2014,34,74,129,89,163,85.87
Moms' Night Out,5,2014,20,25,43,21,63,22.27
Mona Lisa Smile,12,2003,40,45,151,34,191,36.30
Money Monster,5,2016,44,55,284,59,328,58.46
Moneyball,9,2011,42,87,275,94,317,93.07
Mongol: The Rise of Genghis Khan,6,2008,,,,,0,0
Monkeybone,2,2001,28,40,114,20,142,23.94
Monsoon Wedding,2,2002,29,62,,,29,62.00
Monster,12,2003,40,74,,,40,74.00
Monster House,7,2006,32,68,162,75,194,73.85
Monster Trucks,1,2017,,,,,0,0
Monster's Ball,12,2001,32,69,142,85,174,82.06
Monster-in-Law,5,2005,38,31,168,18,206,20.40
Monsters,10,2010,26,63,162,73,188,71.62
Monsters Inc.,11,2001,35,79,,,35,79.00
Monsters University,6,2013,41,65,203,80,244,77.48
Monsters vs. Aliens,3,2009,35,56,217,73,252,70.64
"Monsters, Inc.",12,2001,35,79,199,96,234,93.46
Monte Carlo,7,2011,23,43,92,40,115,40.60
Moon,6,2009,29,67,197,90,226,87.05
Moonlight,10,2016,53,99,402,98,455,98.12
Moonlight Mile,9,2002,34,59,150,63,184,62.26
Moonrise Kingdom,5,2012,43,84,271,93,314,91.77
Morgan,9,2016,33,48,155,37,188,38.93
Morning Glory,11,2010,38,57,184,56,222,56.17
Mortal Engines,12,2018,33,44,190,26,223,28.66
Mortdecai,1,2015,21,27,111,12,132,14.39
Mother and Child,5,2010,,,,,0,0
Mother!,9,2017,51,76,,,51,76.00
Mother's Day,4,2016,30,18,157,8,187,9.60
Motherless Brooklyn,11,2019,36,60,221,64,257,63.44
Moulin Rouge!,5,2001,35,66,,,35,66.00
Movie 43,1,2013,23,18,88,5,111,7.69
Mozart and the Whale,4,2006,,,,,0,0
Mr. & Mrs. Smith,6,2005,41,55,,,41,55.00
Mr. 3000,9,2004,27,57,113,55,140,55.39
Mr. Brooks,6,2007,34,45,159,55,193,53.24
Mr. Deeds,6,2002,33,24,153,22,186,22.35
Mr. Peabody & Sherman,3,2014,34,59,137,81,171,76.63
Mr. Popper's Penguins,6,2011,30,53,145,47,175,48.03
Mr. Turner,12,2014,44,94,195,97,239,96.45
Mrs. Henderson Presents,12,2005,36,71,144,68,180,68.60
Mud,4,2013,,,185,97,185,97.00
Mulholland Drive,10,2001,37,87,,,37,87.00
Munich,12,2005,39,74,209,78,248,77.37
Muppets Most Wanted,3,2014,37,61,203,80,240,77.07
Murder by Numbers,4,2002,35,50,128,30,163,34.29
Murder on the Orient Express,11,2017,46,52,301,60,347,58.94
Music and Lyrics,2,2007,30,59,168,63,198,62.39
Must Love Dogs,7,2005,36,46,150,37,186,38.74
Mustang,11,2015,29,83,156,97,185,94.81
My Baby's Daddy,1,2004,15,23,52,6,67,9.81
My Best Friend's Girl,9,2008,13,34,59,14,72,17.61
My Big Fat Greek Wedding,4,2002,29,62,131,76,160,73.46
My Big Fat Greek Wedding 2,3,2016,32,37,174,28,206,29.40
My Bloody Valentine,1,2009,11,51,110,62,121,61.00
My Blueberry Nights,4,2008,,,,,0,0
My Boss's Daughter,8,2003,19,15,74,8,93,9.43
My Date with Drew,8,2005,,,,,0,0
My Dog Skip,1,2000,26,61,82,73,108,70.11
My Fair Lady,2,2019,48,95,,,48,95.00
My First Mister,10,2001,27,48,81,53,108,51.75
My Life Without Me,9,2003,31,57,100,65,131,63.11
My Life in Ruins,6,2009,25,34,126,10,151,13.97
My Little Pony: The Movie,10,2017,13,39,67,48,80,46.54
My Old Lady,9,2014,19,52,93,62,112,60.30
My Sister's Keeper,6,2009,28,51,139,47,167,47.67
My Soul to Take,10,2010,13,25,64,11,77,13.36
My Super Ex-Girlfriend,7,2006,28,50,132,40,160,41.75
My Week with Marilyn,11,2011,38,65,,,38,65.00
Mystic River,10,2003,42,84,204,89,246,88.15
N-Secure,10,2010,,,5,20,5,20.00
Nacho Libre,6,2006,36,52,166,40,202,42.14
Nancy Drew,6,2007,,,138,50,138,50.00
Nanny McPhee,1,2006,,,,,0,0
Nanny McPhee Returns,8,2010,25,52,123,76,148,71.95
Napoleon,11,2023,62,64,333,57,395,58.10
Napoleon Dynamite,6,2004,36,64,175,72,211,70.64
Narc,12,2002,34,70,158,84,192,81.52
National Lampoon's Van Wilder,4,2002,24,26,98,18,122,19.57
National Treasure,11,2004,36,40,179,46,215,45.00
Nebraska,11,2013,46,86,254,91,300,90.23
Need for Speed,3,2014,38,39,185,23,223,25.73
Neighbors,5,2014,45,68,224,73,269,72.16
Neighbors 2: Sorority Rising,5,2016,39,58,206,64,245,63.04
Nerve,7,2016,33,58,144,67,177,65.32
Never Back Down,3,2008,22,39,84,21,106,24.74
Never Let Me Go,9,2010,37,69,187,71,224,70.67
New Year's Eve,12,2011,30,22,142,7,172,9.62
New York Minute,5,2004,32,33,118,11,150,15.69
New in Town,1,2009,32,29,173,28,205,28.16
Next,4,2007,23,42,131,28,154,30.09
Next Day Air,5,2009,20,46,66,21,86,26.81
Next Goal Wins,11,2023,42,44,165,45,207,44.80
Nick and Norah's Infinite Playlist,10,2008,32,64,187,75,219,73.39
Night School,9,2018,30,43,144,27,174,29.76
Night at the Museum,12,2006,28,48,139,42,167,43.01
Night at the Museum: Battle of the Smithsonian,5,2009,31,42,169,44,200,43.69
Night at the Museum: Secret of the Tomb,12,2014,33,47,113,48,146,47.77
Nightcrawler,10,2014,45,76,279,95,324,92.36
Nim's Island,4,2008,24,55,106,53,130,53.37
Nine,12,2009,33,49,208,39,241,40.37
Nine Lives,10,2005,25,80,87,76,112,76.89
Ninja Assassin,11,2009,20,34,117,26,137,27.17
No Country for Old Men,11,2007,39,92,291,93,330,92.88
No Escape,8,2015,33,38,160,48,193,46.29
No Good Deed,9,2014,17,26,57,12,74,15.22
No Hard Feelings,6,2023,50,59,227,70,277,68.01
No Reservations,7,2007,33,50,161,42,194,43.36
No Strings Attached,1,2011,36,50,173,47,209,47.52
Noah,4,2019,,,,,0,0
Nocturnal Animals,11,2016,45,67,302,74,347,73.09
Non-Stop,2,2014,41,56,229,62,270,61.09
Norbit,2,2007,26,27,123,9,149,12.14
Norm of the North,1,2016,18,21,70,6,88,9.07
North Country,10,2005,39,68,175,70,214,69.64
Not Another Teen Movie,12,2001,22,32,100,31,122,31.18
Not Easily Broken,1,2009,18,43,68,31,86,33.51
Not Fade Away,12,2012,27,65,91,68,118,67.31
Notes on a Scandal,12,2006,35,73,176,88,211,85.51
Notorious,1,2009,32,60,144,52,176,53.45
November,7,2005,,,,,0,0
Novocaine,11,2001,27,45,107,38,134,39.41
Now You See Me,5,2013,35,50,171,50,206,50.00
Now You See Me 2,6,2016,33,46,198,33,231,34.86
Nowhere Boy,10,2010,17,59,,,17,59.00
Nowhere in Africa,3,2003,,,,,0,0
Nurse Betty,9,2000,34,69,131,83,165,80.12
Nutty Professor II: The Klumps,7,2000,34,38,89,27,123,30.04
O,8,2001,26,53,124,65,150,62.92
"O Brother, Where Art Thou?",12,2000,30,69,158,78,188,76.56
Oblivion,4,2013,41,54,259,54,300,54.00
Observe and Report,4,2009,35,54,211,51,246,51.43
Obsessed,4,2009,12,25,91,19,103,19.70
Ocean's Eight,6,2018,49,85,,,49,85.00
Ocean's Eleven,12,2001,35,74,188,83,223,81.59
Ocean's Thirteen,6,2007,37,62,202,70,239,68.76
Ocean's Twelve,12,2004,39,58,189,55,228,55.51
Oceans,4,2010,,,,,0,0
October Baby,10,2011,14,32,40,25,54,26.81
Oculus,4,2014,,,,,0,0
Office Christmas Party,12,2016,35,42,186,40,221,40.32
Old Dogs,11,2009,22,19,110,5,132,7.33
Old School,2,2003,32,54,167,60,199,59.04
Oldboy,3,2005,,,,,0,0
Oliver Twist,9,2005,36,65,142,61,178,61.81
Olympus Has Fallen,3,2013,30,41,201,50,231,48.83
On the Basis of Sex,12,2018,40,59,270,72,310,70.32
On the Line,10,2001,23,34,70,19,93,22.71
On the Road,12,2012,32,56,153,46,185,47.73
Once,5,2007,33,90,160,97,193,95.80
Once Upon a Deadpool,12,2018,,,61,56,61,56.00
Once Upon a Time in Mexico,9,2003,34,56,168,66,202,64.32
Once Upon a Time... in Hollywood,7,2019,62,84,,,62,84.00
Ondine,6,2010,,,,,0,0
One Day,8,2011,41,48,,,41,48.00
One Direction: This Is Us,8,2013,27,49,92,63,119,59.82
One Hour Photo,8,2002,35,64,198,81,233,78.45
One Missed Call,1,2008,14,24,80,0,94,3.57
One Night at McCool's,4,2001,32,46,105,33,137,36.04
One Night with the King,10,2006,8,38,,,8,38.00
One for the Money,1,2012,17,22,54,2,71,6.79
Only Lovers Left Alive,4,2014,,,,,0,0
Only the Brave,10,2017,35,72,166,87,201,84.39
Open Range,8,2003,40,67,184,79,224,76.86
Open Season,9,2006,18,49,103,49,121,49.00
Open Water,8,2004,,,,,0,0
Operation Finale,8,2018,33,58,136,61,169,60.41
Oppenheimer,7,2023,69,90,505,93,574,92.64
Orange County,1,2002,28,48,122,47,150,47.19
Original Sin,8,2001,24,33,91,12,115,16.38
Orphan,7,2009,25,42,161,58,186,55.85
Osama,2,2004,,,,,0,0
Osmosis Jones,8,2001,28,57,112,55,140,55.40
Ouija,10,2014,22,38,90,6,112,12.29
Ouija: Origin of Evil,10,2016,26,65,127,83,153,79.94
Our Brand Is Crisis,10,2015,35,53,173,36,208,38.86
Our Family Wedding,3,2010,24,38,88,15,112,19.93
Our Idiot Brother,8,2011,39,60,144,71,183,68.66
Out Cold,11,2001,15,22,50,8,65,11.23
Out of Time,10,2003,35,63,152,64,187,63.81
Out of the Furnace,12,2013,40,63,198,53,238,54.68
Outlander,1,2009,,,,,0,0
Over Her Dead Body,2,2008,29,30,108,14,137,17.39
Over the Hedge,5,2006,31,67,173,75,204,73.78
Overboard,5,2018,27,42,89,24,116,28.19
Overcomer,8,2019,5,17,18,56,23,47.52
Overlord,11,2018,28,60,227,81,255,78.69
Owning Mahowny,5,2003,29,70,96,78,125,76.14
Oz the Great and Powerful,3,2013,42,44,272,57,314,55.26
P.S. I Love You,12,2007,24,39,105,25,129,27.60
PAW Patrol: The Mighty Movie,9,2023,11,49,49,71,60,66.97
Pacific Rim,7,2013,48,65,298,72,346,71.03
Pacific Rim: Uprising,3,2018,45,44,,,45,44.00
Paddington,1,2015,,,,,0,0
Pain & Gain,4,2013,42,45,,,42,45.00
Pan,10,2015,35,36,202,26,237,27.48
Pan's Labyrinth,12,2006,37,98,244,95,281,95.40
Pandorum,9,2009,13,28,90,29,103,28.87
Panic,12,2000,24,77,56,91,80,86.80
Panic Room,3,2002,36,65,189,76,225,74.24
Paparazzi,9,2004,18,38,85,18,103,21.50
Paper Towns,7,2015,34,56,140,58,174,57.61
ParaNorman,8,2012,33,72,191,89,224,86.50
Paradise Now,10,2005,32,71,104,89,136,84.76
Paranoia,8,2013,30,32,107,7,137,12.47
Paranormal Activity,9,2009,,,,,0,0
Paranormal Activity 2,10,2010,23,53,137,57,160,56.42
Paranormal Activity 3,10,2011,25,59,126,66,151,64.84
Paranormal Activity 4,10,2012,22,40,113,23,135,25.77
Paranormal Activity: The Ghost Dimension,10,2015,13,30,74,15,87,17.24
Paranormal Activity: The Marked Ones,1,2014,19,42,83,40,102,40.37
Parasite,10,2019,56,97,482,99,538,98.79
Parental Guidance,12,2012,20,36,92,18,112,21.21
Paris Is Burning,6,2019,,,,,0,0
Parker,1,2013,29,42,108,41,137,41.21
Part of Me,7,2012,24,57,,,24,57.00
Passengers,12,2016,48,41,289,30,337,31.57
Past Lives,6,2023,52,94,305,95,357,94.85
Paterson,12,2016,42,90,263,96,305,95.17
Pathfinder,4,2007,23,29,76,9,99,13.65
Patriots Day,12,2016,42,69,238,80,280,78.35
Paul,3,2011,37,57,208,70,245,68.04
Paul Apostle of Christ,3,2018,11,52,,,11,52.00
Paul Blart: Mall Cop,1,2009,24,39,117,34,141,34.85
Paul Blart: Mall Cop 2,4,2015,16,13,62,6,78,7.44
"Paul, Apostle of Christ",3,2018,11,52,40,48,51,48.86
Pay It Forward,10,2000,34,40,131,39,165,39.21
Paycheck,12,2003,34,43,155,27,189,29.88
Pearl Harbor,5,2001,35,44,195,24,230,27.04
Peeples,5,2013,26,52,63,40,89,43.51
Penguins of Madagascar,11,2014,31,53,116,74,147,69.57
People I Know,4,2003,12,69,,,12,69.00
People Like Us,6,2012,31,49,119,53,150,52.17
Peppermint,9,2018,26,29,151,13,177,15.35
Percy Jackson & the Olympians: The Lightning Thief,2,2010,31,47,152,49,183,48.66
Percy Jackson: Sea of Monsters,8,2013,33,39,116,42,149,41.34
Perfume: The Story of a Murderer,12,2006,30,56,131,59,161,58.44
Persepolis,12,2007,31,90,164,96,195,95.05
Pet Sematary,4,2019,42,57,278,57,320,57.00
Pete's Dragon,8,2016,42,71,245,88,287,85.51
Peter Pan,12,2003,33,64,144,77,177,74.58
Peter Rabbit,2,2018,26,51,149,64,175,62.07
Phantom Thread,12,2017,51,90,358,91,409,90.88
Phat Girlz,4,2006,16,36,47,21,63,24.81
Philomena,11,2013,42,77,201,91,243,88.58
Phoenix Forgotten,4,2017,5,33,20,50,25,46.60
Phone Booth,4,2003,,,,,0,0
Pieces of April,10,2003,36,70,154,84,190,81.35
Pineapple Express,8,2008,37,64,201,68,238,67.38
Pinocchio,2,2003,,,,,0,0
Piranha 3D,8,2010,20,53,,,20,53.00
Pirates of the Caribbean: At World's End,5,2007,36,50,228,44,264,44.82
Pirates of the Caribbean: Dead Man's Chest,7,2006,37,53,229,53,266,53.00
Pirates of the Caribbean: Dead Men Tell No Tales,5,2017,45,39,292,30,337,31.20
Pirates of the Caribbean: On Stranger Tides,5,2011,39,45,278,33,317,34.48
Pirates of the Caribbean: The Curse of the Black Pearl,7,2003,40,63,220,80,260,77.38
Pitch Black,2,2000,29,49,114,60,143,57.77
Pitch Perfect,9,2012,33,66,157,82,190,79.22
Pitch Perfect 2,5,2015,39,63,217,65,256,64.70
Pitch Perfect 3,12,2017,35,40,151,28,186,30.26
Pixels,7,2015,37,27,206,18,243,19.37
Planes,8,2013,32,39,121,26,153,28.72
Planes: Fire & Rescue,7,2014,29,48,94,44,123,44.94
Planet 51,11,2009,21,39,110,23,131,25.56
Planet of the Apes,7,2001,34,50,201,43,235,44.01
Playing for Keeps,12,2012,26,27,92,5,118,9.85
Please Give,4,2010,35,78,143,85,178,83.62
Point Break,12,2015,21,34,114,11,135,14.58
Pokémon: Detective Pikachu,5,2019,48,53,,,48,53.00
Pok�mon 3 the Movie: Spell of the Unown,4,2001,34,92,,,34,92.00
Pok�mon: Detective Pikachu,5,2019,48,53,,,48,53.00
Pollock,12,2000,31,77,110,80,141,79.34
Poltergeist,5,2015,27,47,136,29,163,31.98
Pompeii,2,2014,33,41,169,27,202,29.29
Poms,5,2019,17,36,87,36,104,36.00
Ponyo,8,2009,,,,,0,0
Pooh's Heffalump Movie,2,2005,23,64,89,80,112,76.71
Pootie Tang,6,2001,19,31,45,27,64,28.19
Popstar: Never Stop Never Stopping,6,2016,43,68,173,79,216,76.81
Poseidon,5,2006,36,50,204,33,240,35.55
Possession,8,2002,34,52,156,63,190,61.03
Post Grad,8,2009,25,35,100,8,125,13.40
Power Rangers,3,2017,30,44,,,30,44.00
Precious,11,2009,36,78,,,36,78.00
Predators,7,2010,30,51,202,65,232,63.19
Premium Rush,8,2012,36,66,166,75,202,73.40
Premonition,3,2007,30,29,161,8,191,11.30
Pride & Prejudice,11,2005,37,82,,,37,82.00
Pride and Glory,10,2008,29,45,155,35,184,36.58
Pride and Prejudice and Zombies,2,2016,34,45,195,47,229,46.70
Priest,5,2011,13,41,100,15,113,17.99
Prime,10,2005,32,58,118,50,150,51.71
Primer,10,2004,25,68,132,73,157,72.20
Prince of Persia: The Sands of Time,5,2010,38,50,231,36,269,37.98
Princess Kaiulani,5,2010,,,,,0,0
Priscilla,10,2023,59,79,293,84,352,83.16
Prisoners,9,2013,53,70,254,81,307,79.10
Project Almanac,1,2015,25,47,99,38,124,39.81
Project X,3,2012,29,46,143,29,172,31.87
Prom,4,2011,24,50,92,35,116,38.10
Prom Night,4,2008,12,17,69,9,81,10.19
Prometheus,6,2012,43,64,315,73,358,71.92
Promised Land,12,2012,36,55,152,53,188,53.38
Proof,9,2005,37,64,143,62,180,62.41
Proof of Life,12,2000,29,45,118,39,147,40.18
Proud Mary,1,2018,23,35,76,25,99,27.32
Public Enemies,7,2009,35,70,281,68,316,68.22
Pulse,8,2006,18,29,73,11,91,14.56
Punch-Drunk Love,10,2002,37,78,199,79,236,78.84
Punisher: War Zone,12,2008,24,30,113,29,137,29.18
Push,2,2009,21,36,128,23,149,24.83
Puss in Boots,10,2011,24,65,154,86,178,83.17
Quantum of Solace,11,2008,48,58,302,64,350,63.18
Quarantine,10,2008,14,53,86,56,100,55.58
Quartet,1,2013,,,,,0,0
Queen of Katwe,9,2016,40,73,189,94,229,90.33
Queen of the Damned,2,2002,31,30,130,17,161,19.50
Quills,11,2000,31,70,126,75,157,74.01
R.I.P.D.,7,2013,27,25,105,12,132,14.66
RED,10,2010,38,60,,,38,60.00
RED 2,7,2013,,,,,0,0
RV,4,2006,28,33,122,24,150,25.68
Rabbit Hole,12,2010,39,76,200,87,239,85.21
Rabbit-Proof Fence,11,2002,31,80,145,88,176,86.59
Race to Witch Mountain,3,2009,28,52,156,42,184,43.52
Rachel Getting Married,10,2008,36,85,204,84,240,84.15
Racing Stripes,1,2005,26,43,97,35,123,36.69
Radio,10,2003,32,38,122,35,154,35.62
Raiders of the Lost Ark,9,2012,,,,,0,0
Raise Your Voice,10,2004,24,33,83,16,107,19.81
Raising Helen,5,2004,34,38,132,25,166,27.66
Ralph Breaks the Internet,11,2018,43,71,275,88,318,85.70
Rambo,1,2008,26,46,152,38,178,39.17
Rambo: Last Blood,9,2019,31,26,175,26,206,26.00
Ramona and Beezus,7,2010,29,56,91,70,120,66.62
Rampage,4,2018,46,45,283,51,329,50.16
Rango,3,2011,35,75,228,88,263,86.27
Rat Race,8,2001,26,52,128,45,154,46.18
Ratatouille,6,2007,37,96,253,96,290,96.00
Ray,10,2004,40,73,205,79,245,78.02
Ready Player One,3,2018,56,64,443,72,499,71.10
Ready or Not,8,2019,39,64,322,89,361,86.30
Ready to Rumble,4,2000,26,23,71,23,97,23.00
Real Steel,10,2011,34,56,237,60,271,59.50
Real Women Have Curves,10,2002,28,71,118,85,146,82.32
Rebound,7,2005,25,36,90,14,115,18.78
Recess: School's Out,2,2001,20,43,70,60,90,56.22
Red Cliff,11,2009,,,,,0,0
Red Dawn,11,2012,33,31,144,15,177,17.98
Red Dragon,10,2002,36,60,191,69,227,67.57
Red Eye,8,2005,36,71,196,80,232,78.60
Red Lights,8,2004,28,74,87,83,115,80.81
Red Planet,11,2000,27,34,103,14,130,18.15
Red Riding Hood,3,2011,36,29,213,10,249,12.75
Red Sparrow,3,2018,51,53,303,45,354,46.15
Red Tails,1,2012,32,46,135,40,167,41.15
Redbelt,5,2008,32,69,145,68,177,68.18
Redemption,6,2013,14,43,52,48,66,46.94
Redline,4,2007,12,24,28,0,40,7.20
Regression,2,2016,,,,,0,0
Reign Over Me,3,2007,33,61,153,64,186,63.47
Reign of Fire,7,2002,30,39,173,42,203,41.56
Reindeer Games,2,2000,33,37,91,25,124,28.19
Religulous,10,2008,31,56,157,69,188,66.86
Remember Me,3,2010,29,40,139,26,168,28.42
Remember the Titans,9,2000,32,48,140,71,172,66.72
Renaissance,9,2006,17,57,78,50,95,51.25
Rendition,10,2007,34,55,153,48,187,49.27
Renfield,4,2023,49,53,300,58,349,57.30
Reno 911!: Miami,2,2007,22,47,,,22,47.00
Rent,11,2005,35,53,175,47,210,48.00
Replicas,1,2019,,,,,0,0
Repo Men,3,2010,31,32,154,21,185,22.84
Requiem for a Dream,10,2000,32,71,138,78,170,76.68
Rescue Dawn,7,2007,,,,,0,0
Resident Evil,3,2002,,,,,0,0
Resident Evil: Afterlife,9,2010,14,37,108,21,122,22.84
Resident Evil: Apocalypse,9,2004,26,36,133,19,159,21.78
Resident Evil: Extinction,9,2007,12,41,101,24,113,25.81
Resident Evil: Retribution,9,2012,17,39,75,28,92,30.03
Resident Evil: The Final Chapter,1,2017,,,,,0,0
Restless,9,2011,30,47,112,38,142,39.90
Return to Never Land,2,2002,26,49,97,45,123,45.85
Return with Honor: A Missionary Homecoming,9,2007,,,,,0,0
Revolutionary Road,12,2008,38,69,216,67,254,67.30
Ricki and the Flash,8,2015,36,54,200,65,236,63.32
Riddick,9,2013,35,49,173,58,208,56.49
Ride Along,1,2014,34,41,134,17,168,21.86
Ride Along 2,1,2016,29,32,119,14,148,17.53
Riding in Cars with Boys,10,2001,31,43,,,31,43.00
Righteous Kill,9,2008,27,36,148,18,175,20.78
Rings,2,2017,23,25,117,8,140,10.79
Rio,4,2011,29,63,152,72,181,70.56
Rio 2,4,2014,34,49,115,49,149,49.00
Rise of the Guardians,11,2012,37,58,161,74,198,71.01
Rise of the Planet of the Apes,8,2011,39,68,274,82,313,80.26
Risen,2,2016,28,51,133,53,161,52.65
Road to Perdition,7,2002,36,72,214,81,250,79.70
Robin Hood,11,2018,28,32,167,14,195,16.58
RoboCop,2,2014,41,52,222,49,263,49.47
Robot & Frank,8,2012,33,67,,,33,67.00
Robots,3,2005,33,64,184,64,217,64.00
Rock Dog,2,2017,,,,,0,0
Rock Star,9,2001,32,54,129,53,161,53.20
Rock of Ages,6,2012,42,47,231,42,273,42.77
Rocket Science,8,2007,28,73,114,84,142,81.83
Rocketman,5,2019,49,69,401,89,450,86.82
RocknRolla,10,2008,28,53,148,60,176,58.89
Rocky Balboa,12,2006,36,63,184,78,220,75.55
Rogue One: A Star Wars Story,12,2016,51,65,462,84,513,82.11
Role Models,11,2008,33,61,163,77,196,74.31
Roll Bounce,9,2005,27,59,90,66,117,64.38
Rollerball,2,2002,28,14,119,3,147,5.10
Roman J. Israel Esq.,11,2017,41,58,,,41,58.00
Romeo Must Die,3,2000,27,52,94,32,121,36.46
Room,10,2015,43,86,318,93,361,92.17
Rough Night,6,2017,40,51,174,45,214,46.12
Royal Kill,4,2009,,,,,0,0
Rugrats Go Wild,6,2003,27,38,88,40,115,39.53
Rugrats in Paris,11,2000,25,62,,,25,62.00
Rules of Engagement,4,2000,31,45,100,37,131,38.89
Run All Night,3,2015,34,59,187,59,221,59.00
Run Fatboy Run,3,2008,,,,,0,0
Run the Race,2,2019,,,,,0,0
Runaway Jury,10,2003,38,61,162,73,200,70.72
Runner Runner,10,2013,31,36,121,7,152,12.91
Running Scared,2,2006,30,41,131,41,161,41.00
Rush,9,2013,43,74,237,89,280,86.70
Rush Hour 2,8,2001,28,48,129,50,157,49.64
Rush Hour 3,8,2007,32,44,158,17,190,21.55
S.W.A.T.,8,2003,35,45,168,48,203,47.48
Sabotage,3,2014,31,41,113,21,144,25.31
Safe,4,2012,25,55,114,60,139,59.10
Safe Haven,2,2013,33,34,148,13,181,16.83
Safe House,2,2012,36,52,195,53,231,52.84
Sahara,4,2005,33,41,177,38,210,38.47
Saints and Soldiers,8,2004,,,,,0,0
Salt,7,2010,42,65,253,62,295,62.43
Same Kind of Different as Me,10,2017,7,47,10,40,17,42.88
Samsara,8,2012,,,,,0,0
San Andreas,5,2015,42,43,255,49,297,48.15
Sanctum,2,2011,33,42,173,30,206,31.92
Sausage Party,8,2016,39,66,238,82,277,79.75
Savages,7,2012,41,59,195,50,236,51.56
Save the Last Dance,1,2001,24,53,100,54,124,53.81
Saved!,5,2004,38,62,148,61,186,61.20
Saving Grace,8,2000,32,62,90,63,122,62.74
Saving Mr. Banks,12,2013,46,65,264,79,310,76.92
Saving Private Ryan,6,2019,,,,,0,0
Saving Silverman,2,2001,29,22,103,18,132,18.88
Saw,10,2014,,,,,0,0
Saw 3D,10,2010,19,67,,,19,67.00
Saw II,10,2005,28,40,124,37,152,37.55
Saw III,10,2006,16,48,95,29,111,31.74
Saw IV,10,2007,16,36,84,18,100,20.88
Saw V,10,2008,13,20,77,13,90,14.01
Saw VI,10,2009,12,30,75,39,87,37.76
Saw X,9,2023,26,60,149,80,175,77.03
Say It Isn't So,3,2001,29,21,106,8,135,10.79
Scary Movie,7,2000,32,48,117,51,149,50.36
Scary Movie 2,7,2001,25,29,112,13,137,15.92
Scary Movie 3,10,2003,27,49,129,35,156,37.42
Scary Movie 4,4,2006,23,40,126,34,149,34.93
Scary Movie V,4,2013,16,11,51,4,67,5.67
Scary Stories to Tell in the Dark,8,2019,33,61,234,77,267,75.02
School for Scoundrels,9,2006,28,44,139,27,167,29.85
School of Rock,10,2003,41,82,,,41,82.00
Scooby-Doo,6,2002,31,35,,,31,35.00
Scooby-Doo 2: Monsters Unleashed,3,2004,28,34,120,23,148,25.08
Scoop,7,2006,35,48,148,41,183,42.34
Scott Pilgrim vs. the World,8,2010,38,69,273,82,311,80.41
Scouts Guide to the Zombie Apocalypse,10,2015,17,32,95,44,112,42.18
Scream 3,2,2000,32,56,125,41,157,44.06
Scream 4,4,2011,32,52,190,60,222,58.85
Scream VI,3,2023,53,61,309,76,362,73.80
Screwed,5,2000,13,7,29,10,42,9.07
Seabiscuit,7,2003,43,72,208,78,251,76.97
